HSC	0.0271474
MPP	0.0306861
LMPP	0.053056
BMEP	0.0585686
MkP	0.0458379
pro-ery1	0.0541947
pro-ery2	0.0515517
EEP1	0.0384438
EEP2	0.031502
EEP3	0.0303416
EoBaMa	0.0249838
GMP	0.0947768
Mye	0.0318593
Pro-mye	0.0175809
MDP	0.0214142
Pro-mono	0.0240813
Pre-cDC	0.0235416
Pre-pDC	0.0379104
CLP	0.0938262
Pro-B1	0.194175
Pro-B2	0.193274
Pro-B3	0.0807624
Pre-B1	0.134176
Pre-B2	0.724638
InterEry	0.0213767
LateEry	0.0186053
MatureEry	0.0169497
Immat-B	0.0264396
Mature-B	0.0191095
Memory-B	0.0201507
