HSC	0.187336
MPP	0.172295
LMPP	0.52521
BMEP	0.0880282
MkP	0.0303711
pro-ery1	0.0514668
pro-ery2	0.0721293
EEP1	0.0384202
EEP2	0.0315537
EEP3	0.0309425
EoBaMa	0.057544
GMP	0.297796
Mye	0.0578771
Pro-mye	0.024273
MDP	0.0308871
Pro-mono	0.0445831
Pre-cDC	0.0251585
Pre-pDC	0.0200562
CLP	0.119904
Pro-B1	0.0557165
Pro-B2	0.0262854
Pro-B3	0.0182869
Pre-B1	0.0408263
Pre-B2	0.0207469
InterEry	0.0249066
LateEry	0.0197324
MatureEry	0.0193506
Immat-B	0.0173148
Mature-B	0.0216591
Memory-B	0.0176019
