HSC	0.131006
MPP	0.19984
LMPP	0.502012
BMEP	0.0970251
MkP	0.0528882
pro-ery1	0.0625784
pro-ery2	0.0624922
EEP1	0.0394903
EEP2	0.034101
EEP3	0.0326806
EoBaMa	0.041209
GMP	0.452813
Mye	0.060106
Pro-mye	0.0205299
MDP	0.0256952
Pro-mono	0.0277207
Pre-cDC	0.0239156
Pre-pDC	0.027027
CLP	0.101609
Pro-B1	0.0581179
Pro-B2	0.0359355
Pro-B3	0.0244572
Pre-B1	0.0276454
Pre-B2	0.0277561
InterEry	0.0206617
LateEry	0.0174141
MatureEry	0.017
Immat-B	0.0196984
Mature-B	0.0181277
Memory-B	0.0191115
